HOTELID,NAME,CITY,COUNTRY
566,berkeley-park-apartments,london,uk
567,berners-hotel,london,uk
568,best-western-bromley-court,london,uk
569,best-western-burns-hotel,london,uk
570,best-western-chiswick-palace-suites,london,uk
571,best-western-corona,london,uk
572,best-western-john-howard-hotel,london,uk
573,best-western-lodge-hotel-putney,london,uk
574,best-western-mornington-hotel,london,uk
575,best-western-mostyn-hotel,london,uk
576,best-western-paddington-court-hotel-suites,london,uk
577,best-western-paddington-court-inn,london,uk
578,best-western-phoenix-hotel,london,uk
579,best-western-shaftesbury-hotel,london,uk
580,best-western-swiss-cottage-hotel,london,uk
581,best-western-the-boltons-hotel,london,uk
582,best-western-the-cromwell,london,uk
583,best-western-the-delmere-hotel,london,uk
584,best-western-victoria-palace,london,uk
585,beverley-city-hotel,london,uk
586,bickenhall-hotel,london,uk
587,blades-hotel,london,uk
588,blair-victoria-hotel,london,uk
589,blakemore-hotel,london,uk
590,blakes-hotel,london,uk
591,blandford-hotel,london,uk
592,blooms-town-house-hotel,london,uk
593,blue-bells-hotel,london,uk
594,boka-hotel,london,uk
595,boston-court-hotel,london,uk
596,boston-manor-hotel,london,uk
597,boulevard-hotel,london,uk
598,bowden-court,london,uk
599,brewers-inn,london,uk
600,bridgestreet-corporate-housing-the-kings-wardrobe,london,uk
601,brindle-house-hotel,london,uk
602,britannia-hampstead-hotel,london,uk
603,britannia-international-hotel,london,uk
604,brompton-hotel-london,london,uk
605,brook-green-hotel,london,uk
606,brown-s-hotel,london,uk
607,brunel-hotel,london,uk
608,bryanston-court-hotel,london,uk
609,buckingham-hotel,london,uk
610,byron-hotel,london,uk
611,cadogan-hotel,london,uk
612,camden-lock-hotel,london,uk
613,camelot-house-hotel,london,uk
614,cardiff-hotel,london,uk
615,caring-hotel,london,uk
616,carlton-hotel,london,uk
617,carlton-hotel-london,london,uk
618,castleton-hotel,london,uk
619,caswell-hotel,london,uk
620,cavendish-hotel,london,uk
621,centaur-hotel,london,uk
622,central-house-hotel,london,uk
623,central-london-apartments,london,uk
624,central-park-hotel,london,uk
625,chamberlain-hotel,london,uk
626,charing-cross,london,uk
627,charlotte-street-hotel,london,uk
628,chelsea-guest-house,london,uk
629,chelsea-lodge-hotel,london,uk
630,cherry-court-hotel,london,uk
631,chester-hotel,london,uk
632,cheval-apartments,london,uk
633,chiswick-court-hotel,london,uk
634,chiswick-hotel,london,uk
635,chiswick-moran-hotel,london,uk
636,chrysos-hotel,london,uk
637,church-street-hotel,london,uk
638,citadines-holborn-covent-garden,london,uk
639,citadines-london-barbican,london,uk
640,citadines-london-south-kensington,london,uk
641,citadines-london-trafalgar-square,london,uk
642,citystay-hotel,london,uk
643,city-continental-london-kensington,london,uk
644,city-hotel,london,uk
645,city-inn-express,london,uk
646,city-inn-westminster,london,uk
647,city-of-london-yha,london,uk
648,civic-guest-house,london,uk
649,claridge-s,london,uk
650,classic-hotel-london,london,uk
651,clearlake-hotel,london,uk
652,club-quarters-at-trafalgar-square,london,uk
653,club-quarters-gracechurch,london,uk
654,club-quarters-st-paul-s,london,uk
655,colliers-hotel,london,uk
656,collingham-apartments,london,uk
657,comfort-hotel-finchley,london,uk
658,comfort-hotel-harrow,london,uk
659,comfort-inn-buckingham-palace-road,london,uk
660,comfort-inn-edgware-road,london,uk
661,comfort-inn-hyde-park,london,uk
662,comfort-inn-kings-cross,london,uk
663,comfort-inn-suites-kings-cross,london,uk
664,comfort-inn-vauxhall,london,uk
665,comfort-inn-victoria,london,uk
666,commodore-hotel,london,uk
667,concorde-hotel,london,uk
668,copthorne-tara-hotel-london-kensington,london,uk
669,corbigoe-hotel,london,uk
670,corner-house-hotel,london,uk
671,corus-hotel-hyde-park,london,uk
672,costello-palace-hotel,london,uk
673,country-inn-suites-london-bloomsbury,london,uk
674,county-london,london,uk
675,covent-garden-hotel,london,uk
676,cranley-gardens-hotel,london,uk
677,cranley-hotel,london,uk
678,craven-gardens-hotel,london,uk
679,crescent-hotel,london,uk
680,crestfield-hotel,london,uk
681,cricklewood-lodge-hotel,london,uk
682,cromwell-crown,london,uk
683,crowne-plaza-hotel-london-ealing,london,uk
684,crowne-plaza-london-docklands,london,uk
685,crowne-plaza-london-kensington,london,uk
686,crowne-plaza-london-shoreditch,london,uk
687,crowne-plaza-london-st-james,london,uk
688,crowne-plaza-london-the-city,london,uk
689,crowne-plaza-marlow,london,uk
690,crown-moran-hotel,london,uk
691,curzon-plaza,london,uk
692,custom-house-hotel,london,uk
693,dalmacia-hotel,london,uk
694,danubius-hotel-regents-park,london,uk
695,days-hotel-london-hyde-park,london,uk
696,days-hotel-london-north,london,uk
697,days-hotel-london-shoreditch,london,uk
698,days-hotel-london-south-ruislip,london,uk
699,days-inn-london-hyde-park,london,uk
700,days-inn-london-waterloo,london,uk
701,days-inn-london-westminster,london,uk
702,derby-hotel,london,uk
703,devonport-house,london,uk
704,diplomat-hotel,london,uk
705,dolphin-hotel,london,uk
706,dolphin-house,london,uk
707,dorset-square,london,uk
708,draycott-hotel,london,uk
709,dukes-hotel,london,uk
710,duke-of-leinster-hotel,london,uk
711,durley-house,london,uk
712,durrants-hotel,london,uk
713,dylan-house,london,uk
714,earls-court-gardens-hotel,london,uk
715,easyhotel-london-earls-court,london,uk
716,easyhotel-london-south-kensington,london,uk
717,easyhotel-london-victoria,london,uk
718,easyhotel-paddington-london,london,uk
719,ebury-house,london,uk
720,eden-plaza-hotel,london,uk
721,edward-hotel,london,uk
722,edward-house,london,uk
723,edward-lear-hotel,london,uk
724,egerton-house-hotel,london,uk
725,elena-hotel,london,uk
726,eleven-cadogan-gardens,london,uk
727,elizabeth-hotel,london,uk
728,elysee-hotel,london,uk
729,enrico-hotel,london,uk
730,enterprise-hotel,london,uk
731,etap-hotel-london-city-airport,london,uk
732,europa-house-hotel,london,uk
733,european-hotel,london,uk
734,eurotraveller-hotel,london,uk
735,euro-hotel-clapham,london,uk
736,euro-hotel-hammersmith,london,uk
737,euro-wembley-hotel-london,london,uk
738,euston-square-hotel,london,uk
739,exhibition-court-hotel-3,london,uk
740,exhibition-court-hotel-4,london,uk
741,fairways-hotel,london,uk
742,fairway-hotel,london,uk
743,falcon-hotel,london,uk
744,flemings-mayfair-hotel,london,uk
745,flexistay-aparthotel-tooting-london,london,uk
746,forest-view-hotel,london,uk
747,foubert-s-hotel,london,uk
748,four-seasons-hotel-canary-wharf,london,uk
749,four-seasons-hotel-london-currently-closed,london,uk
750,fox-club,london,uk
751,fraser-place-canary-wharf,london,uk
752,fraser-place-queens-gate,london,uk
753,garden-court-hotel,london,uk
754,garden-view-hotel,london,uk
755,garth-hotel,london,uk
756,georgian-hotel,london,uk
757,georgian-house-hotel,london,uk
758,glendale-hyde-park-hotel,london,uk
759,glenlyn-guest-house,london,uk
760,globetrotter-inn,london,uk
761,gloucester-place-hotel,london,uk
762,glynne-court,london,uk
763,golders-green-hotel,london,uk
764,gower-house-hotel,london,uk
765,grand-royale-london-hyde-park,london,uk
766,grand-tourist,london,uk
767,grange-blooms-hotel,london,uk
768,grange-city-hotel,london,uk
769,grange-fitzrovia-hotel,london,uk
770,grange-holborn-hotel,london,uk
771,grange-langham-court,london,uk
772,grange-lodge-hotel,london,uk
773,grange-rochester-hotel,london,uk
774,grange-strathmore-hotel,london,uk
775,grange-st-paul-s-hotel,london,uk
776,grange-white-hall-hotel,london,uk
777,grantly-hotel,london,uk
778,green-court-hotel,london,uk
779,grenville-house-hotel,london,uk
780,gresham-hotel,london,uk
781,gresham-hotel-hanger-lane,london,uk
782,gresham-hotel-london,london,uk
783,griffin-house-hotel,london,uk
784,grim-s-dyke-hotel,london,uk
785,grosvenor-house-a-jw-marriott-hotel,london,uk
786,grosvenor-kensington-hotel,london,uk
787,grove-hill-hotel,london,uk
788,guesthouse-west,london,uk
789,guilford-house-hotel,london,uk
790,hadleigh-hotel,london,uk
791,hallam-hotel,london,uk
792,hamilton-house-hotel-greenwich,london,uk
793,hand-and-flower-hotel,london,uk
794,hanger-hill-hotel,london,uk
795,harlingford-hotel,london,uk
796,harrington-hall-hotel,london,uk
797,hart-house-hotel,london,uk
798,haymarket-hotel,london,uk
799,hazlitt-s,london,uk
800,hendon-hall,london,uk
801,henley-house-hotel,london,uk
802,henry-viii-hotel,london,uk
803,her-majesty-hotel,london,uk
804,hesperia-london-victoria-hotel,london,uk
805,hilton-london-canary-wharf,london,uk
806,hilton-london-docklands,london,uk
807,hilton-london-euston,london,uk
808,hilton-london-green-park,london,uk
809,hilton-london-hyde-park,london,uk
810,hilton-london-islington,london,uk
811,hilton-london-kensington,london,uk
812,hilton-london-metropole,london,uk
813,hilton-london-olympia,london,uk
814,hilton-london-paddington,london,uk
815,hilton-london-tower-bridge,london,uk
816,hogarth-executive-rooms-by-shaftesbury,london,uk
817,holiday-inn-express-earls-court,london,uk
818,holiday-inn-express-london-chingford-north-circular,london,uk
819,holiday-inn-express-london-city,london,uk
820,holiday-inn-express-london-golders-green-north,london,uk
821,holiday-inn-express-london-greenwich,london,uk
822,holiday-inn-express-london-hammersmith,london,uk
823,holiday-inn-express-london-limehouse,london,uk
824,holiday-inn-express-london-newbury-park,london,uk
825,holiday-inn-express-london-park-royal,london,uk
826,holiday-inn-express-london-royal-docks-docklands,london,uk
827,holiday-inn-express-london-southwark,london,uk
828,holiday-inn-express-london-stratford,london,uk
829,holiday-inn-express-london-swiss-cottage,london,uk
830,holiday-inn-express-london-victoria,london,uk
831,holiday-inn-express-london-wimbledon-south,london,uk
832,holiday-inn-express-wandsworth-battersea,london,uk
833,holiday-inn-london-bloomsbury,london,uk
834,holiday-inn-london-brentford-lock,london,uk
835,holiday-inn-london-brent-cross,london,uk
836,holiday-inn-london-camden-lock,london,uk
837,holiday-inn-london-kensington-forum,london,uk
838,holiday-inn-london-kingston-south,london,uk
839,holiday-inn-london-kings-cross-bloomsbury,london,uk
840,holiday-inn-london-mayfair,london,uk
841,holiday-inn-london-regent-s-park,london,uk
842,holiday-inn-oxford-circus,london,uk
843,holiday-villa-london,london,uk
844,holland-court-hotel,london,uk
845,hollingbury-hotel,london,uk
846,holly-house-hotel,london,uk
847,home-house,london,uk
848,hotel-41,london,uk
849,hotel-43,london,uk
850,hotel-55,london,uk
851,hotel-65,london,uk
852,hotel-82,london,uk
853,hotel-california,london,uk
854,hotel-earls-court,london,uk
855,hotel-ibis-london-docklands,london,uk
856,hotel-indigo-london-paddington,london,uk
857,hotel-la-place,london,uk
858,hotel-meridiana,london,uk
859,hotel-olympia,london,uk
860,hotel-rama,london,uk
861,hotel-rushmore,london,uk
862,hotel-westminster,london,uk
863,howard-winchester-hotel,london,uk
864,hoxton-hotel,london,uk
865,huttons-hotel,london,uk
866,hyatt-regency-london-the-churchill,london,uk
867,hyde-hotel,london,uk
868,hyde-park-court-hotel,london,uk
869,hyde-park-executive-apartments-hotel,london,uk
870,hyde-park-suites,london,uk
871,hyde-park-west,london,uk
872,ibis-london-city,london,uk
873,ibis-london-docklands,london,uk
874,ibis-london-earls-court,london,uk
875,ibis-london-euston-st-pancras,london,uk
876,ibis-london-greenwich,london,uk
877,ibis-london-stratford,london,uk
878,igar-hotel,london,uk
879,imperial-hotel,london,uk
880,innkeeper-s-lodge-snaresbrook,london,uk
881,intercontinental-london-park-lane-hotel,london,uk
882,ivanhoe-suite-hotel,london,uk
883,jenkins-hotel,london,uk
884,jolly-st-ermin-s-hotel,london,uk
885,jubilee-court-hotel,london,uk
886,jubilee-hotel,london,uk
887,jumeirah-carlton-tower,london,uk
888,jumeirah-lowndes-hotel,london,uk
889,jurys-inn-chelsea,london,uk
890,jurys-inn-islington,london,uk
891,kensington-close-hotel,london,uk
892,kensington-house-hotel,london,uk
893,kensington-international-hotel,london,uk
894,kensington-manor,london,uk
895,kensington-park-apartments,london,uk
896,kensington-rooms,london,uk
897,kensington-suite-hotel,london,uk
898,kensington-townhouse-london,london,uk
899,kensington-west-hotel,london,uk
900,kenton-house-hotel,london,uk
901,kent-hall-hotel,london,uk
902,kingsland-hotel,london,uk
903,kingston-lodge,london,uk
904,kingsway-hall-hotel,london,uk
905,kingsway-park-hotel,london,uk
906,kings-hotel,london,uk
907,king-solomon-hotel,london,uk
908,knightsbridge-green-hotel,london,uk
909,knightsbridge-hotel,london,uk
910,k-k-hotel-george,london,uk
911,k-west-hotel-spa,london,uk
912,lancaster-court-hotel,london,uk
913,lancaster-hall-hotel,london,uk
914,lancaster-london,london,uk
915,langland-hotel,london,uk
916,langorf-hotel-apartments,london,uk
917,la-gaffe,london,uk
918,la-reserve,london,uk
919,la-suite-executive-hotel,london,uk
920,leigham-court-hotel,london,uk
921,leisure-inn,london,uk
922,le-meridien-piccadilly,london,uk
923,lidos-hotel,london,uk
924,lily-hotel,london,uk
925,limegrove-hotel,london,uk
926,lindal-hotel,london,uk
927,linden-house-hotel,london,uk
928,lisa-court-hotel,london,uk
929,london-bridge-hotel,london,uk
930,london-city-hotel,london,uk
931,london-continental-hotel,london,uk
932,london-elizabeth-hotel,london,uk
933,london-guards-hotel,london,uk
934,london-hilton-on-park-lane,london,uk
935,london-house,london,uk
936,london-house-hotel,london,uk
937,london-ilford-gants-hill,london,uk
938,london-lodge-hotel,london,uk
939,london-marriott-hotel-kensington,london,uk
940,london-marriott-hotel-marble-arch,london,uk
941,london-marriott-hotel-regents-park,london,uk
942,london-marriott-west-india-quay,london,uk
943,london-outpost-of-bovey-castle,london,uk
944,london-school-of-economics-northumberland-house,london,uk
945,london-shelton-hotel,london,uk
946,london-southwark-premier-inn,london,uk
947,london-tower-bridge-apartments,london,uk
948,london-town-hotel,london,uk
949,lords-hotel,london,uk
950,lord-jim-hotel,london,uk
951,lord-kensington-hotel,london,uk
952,lord-milner,london,uk
953,luna-simone-hotel,london,uk
954,mabledon-court-hotel,london,uk
955,mad-hatter-hotel,london,uk
956,majestic,london,uk
957,malmaison-london,london,uk
958,mandarin-oriental-hyde-park-london,london,uk
959,mandeville-hotel,london,uk
960,manor-court-hotel,london,uk
961,marlin-apartments-canary-south,london,uk
962,marlin-apartments-empire-square,london,uk
963,marlin-apartments-olympic-view,london,uk
964,marlin-apartments-queen-street,london,uk
965,marne-hotel,london,uk
966,marriott-executive-apartments-london-west-india-quay,london,uk
967,marriott-london-county-hall,london,uk
968,marriott-london-grosvenor-square-hotel,london,uk
969,marriott-london-maida-vale,london,uk
970,marriott-london-park-lane,london,uk
971,mayflower-hotel-apartments,london,uk
972,megaro-hotel,london,uk
973,melbourne-house-hotel,london,uk
974,melia-white-house,london,uk
975,melita-house-hotel,london,uk
976,melville-hotel,london,uk
977,mentone-hotel,london,uk
978,menzies-prince-regent,london,uk
979,mercure-london-city-bankside,london,uk
980,merlyn-court-hotel,london,uk
981,mermaid-suite-hotel,london,uk
982,metro-hotel,london,uk
983,mic-hotel-and-conference-center,london,uk
984,millennium-bailey-s-hotel,london,uk
985,millennium-copthorne-hotels-at-chelsea-football-club,london,uk
986,millennium-gloucester,london,uk
987,millennium-knightsbridge-hotel,london,uk
988,millennium-mayfair-hotel,london,uk
989,millers-residence,london,uk
990,mitre-house-hotel,london,uk
991,montagu-place-hotel,london,uk
992,montana-excel,london,uk
993,montana-hotel,london,uk
994,mowbray-court-hotel,london,uk
995,muswell-hill-hotel,london,uk
996,myhotel-bloomsbury,london,uk
997,myhotel-chelsea,london,uk
998,my-place-hotel,london,uk
999,nayland-hotel,london,uk
1000,newham-hotel,london,uk
1001,new-dawn-hotel,london,uk
1002,new-england-hotel,london,uk
1003,new-linden-hotel,london,uk
1004,new-pembury-central-park,london,uk
1005,nh-kensington,london,uk
1006,norfolk-plaza-hotel,london,uk
1007,notting-hill-gate-hotel,london,uk
1008,notting-hill-hotel,london,uk
1009,novotel-london-city-south,london,uk
1010,novotel-london-excel,london,uk
1011,novotel-london-greenwich,london,uk
1012,novotel-london-paddington,london,uk
1013,novotel-london-st-pancras,london,uk
1014,novotel-london-tower-bridge,london,uk
1015,novotel-london-waterloo,london,uk
1016,novotel-london-west,london,uk
1017,no-13-half-moon-street,london,uk
1018,no-5-maddox-street,london,uk
1019,no-ten-manchester-street,london,uk
1020,number-sixteen,london,uk
1021,odessa-wharf,london,uk
1022,oliver-hotel,london,uk
1023,oliver-plaza-hotel,london,uk
1024,olympic-hotel-victoria,london,uk
1025,olympic-house-hotel,london,uk
1026,one-aldwych,london,uk
1027,opulence-hotel,london,uk
1028,orchard-hotel,london,uk
1029,ormonde-house-hotel,london,uk
1030,oxford-hotel,london,uk
1031,oxford-house-hotel,london,uk
1032,pacific-hotel,london,uk
1033,palace-court-hotel,london,uk
1034,palace-hotel,london,uk
1035,palm-hotel,london,uk
1036,parkes-hotel,london,uk
1037,parkside-hotel,london,uk
1038,parkwood-hotel,london,uk
1039,park-grand-london-paddington,london,uk
1040,park-hotel,london,uk
1041,park-inn-hyde-park,london,uk
1042,park-inn-london-russell-square,london,uk
1043,park-international-hotel,london,uk
1044,park-lane-mews-hotel,london,uk
1045,park-lodge-hotel,london,uk
1046,park-plaza-county-hall-london,london,uk
1047,park-plaza-riverbank-london,london,uk
1048,park-plaza-sherlock-holmes-london,london,uk
1049,park-plaza-victoria-london,london,uk
1050,pasha-hotel,london,uk
1051,pavilion-hotel,london,uk
1052,pembridge-palace-hotel,london,uk
1053,pembury-hotel,london,uk
1054,piccolino-hotel,london,uk
1055,pickwick-hall,london,uk
1056,plaza-hotel,london,uk
1057,plaza-on-the-river-club-and-residence,london,uk
1058,portobello-gold,london,uk
1059,portobello-hotel,london,uk
1060,premier-by-eurotraveller,london,uk
1061,premier-inn-london-beckton,london,uk
1062,premier-inn-london-buckhurst-hill,london,uk
1063,premier-inn-london-city-tower-hill,london,uk
1064,premier-inn-london-county-hall,london,uk
1065,premier-inn-london-docklands-excel,london,uk
1066,premier-inn-london-edgware,london,uk
1067,premier-inn-london-euston,london,uk
1068,premier-inn-london-hammersmith,london,uk
1069,premier-inn-london-hampstead,london,uk
1070,premier-inn-london-kensington,london,uk
1071,premier-inn-london-kensington-olympia,london,uk
1072,premier-inn-london-kew,london,uk
1073,premier-inn-london-kings-cross-st-pancras,london,uk
1074,premier-inn-london-putney-bridge,london,uk
1075,premier-inn-london-tower-bridge,london,uk
1076,premier-inn-london-victoria,london,uk
1077,premier-inn-london-wimbeldon-south,london,uk
1078,premier-west-hotel,london,uk
1079,president-hotel,london,uk
1080,princes-square-hotel,london,uk
1081,prince-william-hotel,london,uk
1082,quality-crown-hotel-hyde-park,london,uk
1083,quality-crown-hotel-kensington,london,uk
1084,quality-crown-hotel-paddington,london,uk
1085,quality-hotel-hampstead,london,uk
1086,quality-hotel-harrow,london,uk
1087,quality-hotel-wembley,london,uk
1088,queensway-hotel,london,uk
1089,queens-hotel,london,uk
1090,queens-hotel-crystal-palace,london,uk
1091,queens-park-hotel,london,uk
1092,queen-s-hotel,london,uk
1093,radisson-edwardian-berkshire-hotel,london,uk
1094,radisson-edwardian-bloomsbury-street,london,uk
1095,radisson-edwardian-grafton-hotel,london,uk
1096,radisson-edwardian-hampshire-hotel,london,uk
1097,radisson-edwardian-kenilworth-hotel,london,uk
1098,radisson-edwardian-leicester-square-hotel,london,uk
1099,radisson-edwardian-mountbatten-hotel,london,uk
1100,radisson-edwardian-new-providence-wharf,london,uk
1101,radisson-edwardian-sussex-hotel,london,uk
1102,radisson-edwardian-vanderbilt,london,uk
1103,radisson-sas-hotel-london-stansted-airport,london,uk
1104,radisson-sas-portman-hotel,london,uk
1105,radnor-bayswater-hotel,london,uk
1106,raglan-hotel,london,uk
1107,ramada-ealing,london,uk
1108,ramada-encore-london-west,london,uk
1109,ramada-hotel-and-suites-london-docklands,london,uk
1110,ramada-hyde-park,london,uk
1111,ramada-jarvis-marylebone-hotel,london,uk
1112,rasool-court-hotel,london,uk
1113,rathbone-hotel,london,uk
1114,reem-hotel,london,uk
1115,regency-court-hotel,london,uk
1116,regency-hotel-nottingham-place,london,uk
1117,regency-hotel-queen-s-gate,london,uk
1118,regency-house,london,uk
1119,regent-s-park-hotel,london,uk
1120,renaissance-chancery-court-london,london,uk
1121,rhodes-hotel,london,uk
1122,ridgemount-hotel,london,uk
1123,ridgeway-hotel-chingford,london,uk
1124,romanos-hotel,london,uk
1125,rookery-hotel,london,uk
1126,rosebery-hall-residence,london,uk
1127,rose-court-hotel,london,uk
1128,royal-adelphi-hotel,london,uk
1129,royal-court-apartments,london,uk
1130,royal-eagle-hotel,london,uk
1131,royal-garden-hotel,london,uk
1132,royal-guest-house-2,london,uk
1133,royal-horseguards,london,uk
1134,royal-hyde-park,london,uk
1135,royal-national-hotel,london,uk
1136,royal-norfolk-hotel,london,uk
1137,royal-over-seas-league,london,uk
1138,royal-park-hotel,london,uk
1139,rubens-at-the-palace,london,uk
1140,rubens-hotel,london,uk
1141,ruskin,london,uk
1142,russell-hotel,london,uk
1143,rydges-kensington-plaza-hotel,london,uk
1144,saint-georges-hotel,london,uk
1145,saint-simeon,london,uk
1146,sanctum-soho-hotel,london,uk
1147,sanderson-hotel-london,london,uk
1148,sara-hotel,london,uk
1149,scala-house,london,uk
1150,searcy-s-roof-garden-rooms,london,uk
1151,seven-dials-hotel,london,uk
1152,seymour-hotel,london,uk
1153,shaftesbury-hyde-park-international,london,uk
1154,shaftesbury-metropolis-london-hyde-park,london,uk
1155,shaftesbury-metropolitan-hotel,london,uk
1156,shaftesbury-premier-hotel-london-paddington,london,uk
1157,shaftesbury-premier-hyde-park-paddington,london,uk
1158,shaftesbury-premier-london-notting-hill,london,uk
1159,shakespeare-hotel,london,uk
1160,sheraton-belgravia-hotel,london,uk
1161,sheraton-park-tower,london,uk
1162,sidney-hotel,london,uk
1163,sir-alfred-hitchcock-hotel,london,uk
1164,sleeping-beauty-motel,london,uk
1165,sloane-square-hotel,london,uk
1166,sofitel-st-james-london,london,uk
1167,somerset-hotel,london,uk
1168,somerset-kensington-gardens,london,uk
1169,southwark-rose-hotel,london,uk
1170,so-quartier-nw6,london,uk
1171,space-apart-hotel,london,uk
1172,springfield-hotel-london,london,uk
1173,spring-park-hotel,london,uk
1174,stanley-house,london,uk
1175,star-hotel,london,uk
1176,staunton-hotel,london,uk
1177,stonebridge-park-hotel,london,uk
1178,strand-palace-hotel,london,uk
1179,stylotel,london,uk
1180,st-david-s-hotels,london,uk
1181,st-george-hotel,london,uk
1182,st-george-s-hotel,london,uk
1183,st-giles-hotel-london,london,uk
1184,st-james-s-hotel-and-club,london,uk
1185,st-mark-hotel,london,uk
1186,st-martins-lane-hotel,london,uk
1187,st-peters-hotel,london,uk
1188,sunborn-yacht-hotel,london,uk
1189,swinton-hotel,london,uk
1190,swissotel-the-howard,london,uk
1191,sydney-house,london,uk
1192,tavistock-hotel,london,uk
1193,thanet-hotel,london,uk
1194,the-academy,london,uk
1195,the-ascot-hotel,london,uk
1196,the-balmoral-house-hotel,london,uk
1197,the-barn-hotel,london,uk
1198,the-beauchamp,london,uk
1199,the-beaufort,london,uk
1200,the-belgrove-hotel,london,uk
1201,the-belvedere,london,uk
1202,the-bentley-hotel-london-the-waldorf-astoria-collection,london,uk
1203,the-berkeley,london,uk
1204,the-bermondsey-square-hotel,london,uk
1205,the-bloomsbury-hotel,london,uk
1206,the-bridge-hotel,london,uk
1207,the-caesar,london,uk
1208,the-capital-hotel,london,uk
1209,the-cavendish-london,london,uk
1210,the-chesterfield-mayfair-hotel,london,uk
1211,the-clarendon-hotel,london,uk
1212,the-colonnade-london,london,uk
1213,the-columbia,london,uk
1214,the-columbus-hotel,london,uk
1215,the-connaught,london,uk
1216,the-continental-hotel,london,uk
1217,the-courthouse-doubletree-by-hilton,london,uk
1218,the-crescent-hotel,london,uk
1219,the-cumberland,london,uk
1220,the-darlington-hyde-park,london,uk
